"SUBJ";"CRSE";"SEQ";"CATALOG_TITLE";"INSTR_TYPE";"DAYS";"START_TIME";"END_TIME";"ROOM_CAP"
"CLCV";2005;"A";"Intermed Language Tutorial II";"TUT";;;;
"CLCV";2104;"B";"Roman Religion";"LEC";"WF";1605;1725;236
"CLCV";2305;"A";"Ancient Science and Technology";"LEC";"T";1735;1925;98
"CLCV";2305;"AOD";"Ancient Science and Technology";"VOD";;;;
"CLCV";2305;"V";"Ancient Science and Technology";"LEC";;;;
"CLCV";2305;"VOD";"Ancient Science and Technology";"VOD";;;;
"CLCV";2903;"A";"History of Ancient Greece II";"LEC";"MW";835;955;98
"CLCV";2905;"A";"History of Ancient Rome II";"LEC";"M";1435;1725;133
"CLCV";3011;"A";"Topics in Ancient Philosophy";"LEC";"TR";1605;1725;63
"CLCV";3201;"A";"Studies in Greek History";"LEC";"MW";1135;1255;61
"CLCV";3702;"A";"Studies in Roman Literature";"LEC";"W";1435;1725;58
"CLCV";4801;"A";"Sem. in Greek & Roman Studies";"SEM";"M";835;1125;19
"CLCV";4900;"B";"Directed Readings and Research";"IND";;;;
"COMM";1101;"A";"Intro to Communication Studies";"LEC";"M";835;1025;444
"COMM";1101;"A1";"Intro to Communication Studies";"GRP";"R";1535;1625;28
"COMM";1101;"A10";"Intro to Communication Studies";"GRP";"T";1235;1325;27
"COMM";1101;"A11";"Intro to Communication Studies";"GRP";"T";1235;1325;27
"COMM";1101;"A12";"Intro to Communication Studies";"GRP";"T";1235;1325;43
"COMM";1101;"A13";"Intro to Communication Studies";"GRP";"T";1335;1425;40
"COMM";1101;"A14";"Intro to Communication Studies";"GRP";"T";1335;1425;27
"COMM";1101;"A15";"Intro to Communication Studies";"GRP";"T";1335;1425;27
"COMM";1101;"A16";"Intro to Communication Studies";"GRP";"T";1335;1425;30
"COMM";1101;"A17";"Intro to Communication Studies";"GRP";"W";1235;1325;21
"COMM";1101;"A18";"Intro to Communication Studies";"GRP";"W";1235;1325;23
"COMM";1101;"A19";"Intro to Communication Studies";"GRP";"W";1335;1425;23
"COMM";1101;"A2";"Intro to Communication Studies";"GRP";"R";1535;1625;40
"COMM";1101;"A20";"Intro to Communication Studies";"GRP";"W";1335;1425;40
"COMM";1101;"A3";"Intro to Communication Studies";"GRP";"R";1535;1625;20
"COMM";1101;"A4";"Intro to Communication Studies";"GRP";"R";1535;1625;23
"COMM";1101;"A5";"Intro to Communication Studies";"GRP";"R";1635;1725;23
"COMM";1101;"A6";"Intro to Communication Studies";"GRP";"R";1635;1725;23
"COMM";1101;"A7";"Intro to Communication Studies";"GRP";"R";1635;1725;27
"COMM";1101;"A8";"Intro to Communication Studies";"GRP";"R";1635;1725;31
"COMM";1101;"A9";"Intro to Communication Studies";"GRP";"T";1235;1325;27
"COMM";1101;"PA1";"Intro to Communication Studies";"PAS";;;;
"COMM";2002;"A";"Intro to Quant Research Comm";"LEC";"W";1605;1755;204
"COMM";2002;"A01";"Intro to Quant Research Comm";"LAB";"R";1535;1625;26
"COMM";2002;"A02";"Intro to Quant Research Comm";"LAB";"R";1535;1625;26
"COMM";2002;"A03";"Intro to Quant Research Comm";"LAB";"R";1635;1725;26
"COMM";2002;"A04";"Intro to Quant Research Comm";"LAB";"R";1635;1725;26
"COMM";2002;"A05";"Intro to Quant Research Comm";"LAB";"R";1135;1225;26
"COMM";2002;"A06";"Intro to Quant Research Comm";"LAB";"R";1135;1225;26
"COMM";2002;"A07";"Intro to Quant Research Comm";"LAB";"R";1235;1325;26
"COMM";2002;"A08";"Intro to Quant Research Comm";"LAB";"R";1235;1325;26
"COMM";2002;"B";"Intro to Quant Research Comm";"LEC";"R";1435;1625;285
"COMM";2002;"B01";"Intro to Quant Research Comm";"LAB";"F";1435;1525;26
"COMM";2002;"B02";"Intro to Quant Research Comm";"LAB";"F";1435;1525;25
"COMM";2002;"B03";"Intro to Quant Research Comm";"LAB";"F";1535;1625;26
"COMM";2002;"B04";"Intro to Quant Research Comm";"LAB";"F";1535;1625;25
"COMM";2002;"B05";"Intro to Quant Research Comm";"LAB";"F";1135;1225;25
"COMM";2002;"B06";"Intro to Quant Research Comm";"LAB";"F";1135;1225;25
"COMM";2002;"B07";"Intro to Quant Research Comm";"LAB";"F";1235;1325;25
"COMM";2002;"B08";"Intro to Quant Research Comm";"LAB";"F";1235;1325;25
"COMM";2002;"PA1";"Intro to Quant Research Comm";"PAS";;;;
"COMM";2102;"A";"Contemp Issues in Comm Theory";"LEC";"T";1135;1325;387
"COMM";2102;"A01";"Contemp Issues in Comm Theory";"GRP";"W";1135;1225;23
"COMM";2102;"A02";"Contemp Issues in Comm Theory";"GRP";"W";1135;1225;23
"COMM";2102;"A03";"Contemp Issues in Comm Theory";"GRP";"W";1135;1225;42
"COMM";2102;"A04";"Contemp Issues in Comm Theory";"GRP";"W";1135;1225;42
"COMM";2102;"A05";"Contemp Issues in Comm Theory";"GRP";"W";1135;1225;47
"COMM";2102;"A06";"Contemp Issues in Comm Theory";"GRP";"W";1135;1225;40
"COMM";2102;"A07";"Contemp Issues in Comm Theory";"GRP";"W";1135;1225;47
"COMM";2102;"A08";"Contemp Issues in Comm Theory";"GRP";"W";1035;1125;23
"COMM";2102;"A09";"Contemp Issues in Comm Theory";"GRP";"W";1035;1125;23
"COMM";2102;"A10";"Contemp Issues in Comm Theory";"GRP";"W";1035;1125;25
"COMM";2102;"A11";"Contemp Issues in Comm Theory";"GRP";"W";1035;1125;25
"COMM";2102;"A12";"Contemp Issues in Comm Theory";"GRP";"W";1035;1125;31
"COMM";2102;"A13";"Contemp Issues in Comm Theory";"GRP";"W";1035;1125;40
"COMM";2102;"A14";"Contemp Issues in Comm Theory";"GRP";"W";1035;1125;52
"COMM";2102;"PA1";"Contemp Issues in Comm Theory";"PAS";;;;
"COMM";2301;"A";"Persuasion & Public Life";"LEC";"M";1135;1425;154
"COMM";2401;"A";"Commun & Cultural Institutions";"LEC";"R";1805;2055;154
"COMM";2501;"A";"Communications Law I";"LEC";"F";835;1125;204
"COMM";2504;"A";"Language and Communication";"LEC";"TR";1135;1255;134
"COMM";3002;"A";"Qualitative Research Methods";"LEC";"M";1135;1425;98
"COMM";3109;"A";"Communication and Identity";"LEC";"R";1135;1425;98
"COMM";3301;"B";"Communication & Soc. Mktg.";"LEC";"W";1805;2055;96
"COMM";3302;"A";"Communication & Pol. Process";"LEC";"T";835;1125;54
"COMM";3308;"B";"Advertising: Crit. Perspective";"LEC";"T";1435;1725;120
"COMM";3405;"A";"Communication Global Context";"LEC";"F";835;1125;56
"COMM";3407;"A";"Comparative Media Studies";"LEC";"T";1135;1425;71
"COMM";3601;"A";"Media and Gender";"LEC";"W";1435;1725;55
"COMM";3609;"A";"Communication and Identity";"LEC";"W";835;1125;58
"COMM";3999;"A";"Co-op Work Term";"WRK";;;;
"COMM";4002;"A";"Appli Qualitative Rrsch Method";"LEC";"T";1135;1425;23
"COMM";4004;"B";"Communication and Discourse";"LEC";"M";1435;1725;42
"COMM";4005;"B";"Sel Top: Communication Studies";"SEM";"T";1805;2055;40
"COMM";4015;"B";"Selected Topic in Comm Studies";"SEM";"M";1805;2055;27
"COMM";4025;"A";"Selected Topic in Comm Studies";"SEM";"R";835;1125;27
"COMM";4304;"B";"Critic Perspec Public Relation";"LEC";"W";1135;1425;25
"COMM";4306;"A";"Media and Conflict";"LEC";"W";1435;1725;40
"COMM";4306;"B";"Media and Conflict";"LEC";"R";1805;2055;23
"COMM";4307;"A";"Poli. Comm. & Publicity State";"LEC";"M";1135;1425;31
"COMM";4310;"B";"Communication & Community";"LEC";"W";1805;2055;31
"COMM";4319;"A";"Selct Tpcs:Imge,Pltcs&Persuasn";"LEC";"M";1805;2055;31
"COMM";4329;"A";"Selct Tpcs:Imge,Pltcs&Persuasn";"LEC";"R";1805;2055;25
"COMM";4339;"A";"Selct Tpcs:Imge,Pltcs&Persuasn";"LEC";"W";1805;2055;27
"COMM";4401;"B";"Intl Communication Regulations";"LEC";"M";835;1125;40
"COMM";4402;"B";"Media and Entertainment";"LEC";"F";835;1125;40
"COMM";4404;"B";"Broadcast and Digital Media";"LEC";"R";1805;2055;42
"COMM";4419;"A";"Selct Tpcs Media,Indust&Instit";"LEC";"M";1805;2055;25
"COMM";4429;"B";"Selct Tpcs Media,Indust&Instit";"LEC";"W";1805;2055;27
"COMM";4602;"B";"Children, Youth and Media";"LEC";"R";1435;1725;40
"COMM";4603;"A";"Diaspora and Communication";"LEC";;;;
"COMM";4619;"A";"Selct Tpcs: Comm & Identity";"LEC";"W";835;1125;32
"COMM";4629;"B";"Selct Tpcs: Comm & Identity";"LEC";"M";1135;1425;32
"COMM";4639;"A";"Selct Tpcs: Comm & Identity";"LEC";"W";1805;2055;27
"COMM";4908;"A";"Honours Research Essay";"RES";;;;
"COMP";1001;"B";"Intro to Computers for Arts";"LEC";"WF";1435;1555;387
"COMP";1004;"A";"Intro to Computers for Science";"LEC";"MW";1005;1125;102
"COMP";1005;"B";"Introduc to Computer Science I";"LEC";"TR";1005;1125;204
"COMP";1005;"B1";"Introduc to Computer Science I";"TUT";"T";1135;1255;78
"COMP";1005;"B2";"Introduc to Computer Science I";"TUT";"F";835;955;78
"COMP";1005;"B3";"Introduc to Computer Science I";"TUT";"W";1435;1555;78
"COMP";1006;"B";"Introdu to Computer Science II";"LEC";"TR";1305;1425;115
"COMP";1006;"B1";"Introdu to Computer Science II";"TUT";"M";835;955;78
"COMP";1006;"B2";"Introdu to Computer Science II";"TUT";"M";1005;1125;78
"COMP";1405;"B";"Intro to Computer Science I";"LEC";"TR";1005;1125;204
"COMP";1405;"B1";"Intro to Computer Science I";"TUT";"T";1135;1255;78
"COMP";1405;"B2";"Intro to Computer Science I";"TUT";"F";835;955;78
"COMP";1405;"B3";"Intro to Computer Science I";"TUT";"W";1435;1555;78
"COMP";1406;"B";"Intro to Computer Science II";"LEC";"WF";1435;1555;204
"COMP";1406;"B1";"Intro to Computer Science II";"TUT";"T";1005;1125;78
"COMP";1406;"B2";"Intro to Computer Science II";"TUT";"W";835;955;78
"COMP";1406;"B3";"Intro to Computer Science II";"TUT";"M";1435;1555;78
"COMP";1406;"C";"Intro to Computer Science II";"LEC";"MW";1305;1425;195
"COMP";1406;"C1";"Intro to Computer Science II";"TUT";"M";1605;1725;78
"COMP";1406;"C2";"Intro to Computer Science II";"TUT";"W";1005;1125;78
"COMP";1406;"C3";"Intro to Computer Science II";"TUT";"T";1305;1425;78
"COMP";1406;"M";"Intro to Computer Science II";"LEC";"WF";1435;1555;204
"COMP";1406;"M1";"Intro to Computer Science II";"TUT";"T";1005;1125;78
"COMP";1501;"A";"Intro to Computer Game Design";"LEC";"MW";1005;1125;98
"COMP";1501;"A1";"Intro to Computer Game Design";"TUT";"F";1005;1125;21
"COMP";1501;"A2";"Intro to Computer Game Design";"TUT";"R";1305;1425;21
"COMP";1501;"A3";"Intro to Computer Game Design";"TUT";"W";1305;1425;21
"COMP";1501;"A4";"Intro to Computer Game Design";"TUT";"F";1305;1425;21
"COMP";1501;"A5";"Intro to Computer Game Design";"TUT";"T";1005;1125;21
"COMP";1601;"A";"Intro to Mobile Applic Develop";"LAB";"MW";1605;1755;50
"COMP";1805;"B";"Discrete Structures";"LEC";"TR";1605;1725;387
"COMP";1805;"B1";"Discrete Structures";"TUT";"T";1435;1525;94
"COMP";1805;"B2";"Discrete Structures";"TUT";"M";1135;1225;96
"COMP";1805;"B3";"Discrete Structures";"TUT";"M";835;925;94
"COMP";1805;"B4";"Discrete Structures";"TUT";"F";835;925;78
"COMP";1805;"B5";"Discrete Structures";"TUT";"F";1035;1125;78
"COMP";1805;"M";"Discrete Structures";"LEC";"TR";1605;1725;387
"COMP";1805;"M1";"Discrete Structures";"TUT";"T";1435;1525;94
"COMP";1807;"A";"Introduction to Robotics";"LAB";"TR";1135;1325;30
"COMP";2401;"B";"Intro to Systems Programming";"LEC";"MW";835;955;133
"COMP";2401;"B1";"Intro to Systems Programming";"TUT";"M";1305;1425;78
"COMP";2401;"B2";"Intro to Systems Programming";"TUT";"F";1135;1255;78
"COMP";2402;"B";"Abstract Data Types/Algorithms";"LEC";"TR";1435;1555;96
"COMP";2404;"B";"Intro to Software Engineering";"LEC";"WF";1135;1255;236
"COMP";2404;"B1";"Intro to Software Engineering";"TUT";"T";1605;1725;78
"COMP";2404;"B2";"Intro to Software Engineering";"TUT";"W";1605;1725;78
"COMP";2404;"B3";"Intro to Software Engineering";"TUT";"F";1005;1125;78
"COMP";2406;"A";"Fundamentals Web Applications";"LEC";"MW";1005;1125;285
"COMP";2406;"A1";"Fundamentals Web Applications";"TUT";"M";1135;1255;78
"COMP";2406;"A2";"Fundamentals Web Applications";"TUT";"T";835;955;78
"COMP";2406;"A3";"Fundamentals Web Applications";"TUT";"R";1605;1725;78
"COMP";2501;"A";"Compter Game Design & Develop";"LEC";"TR";1005;1125;63
"COMP";2501;"A1";"Compter Game Design & Develop";"TUT";"M";1435;1555;21
"COMP";2501;"A2";"Compter Game Design & Develop";"TUT";"F";835;955;21
"COMP";2501;"A3";"Compter Game Design & Develop";"TUT";"W";1135;1255;21
"COMP";2501;"A4";"Compter Game Design & Develop";"TUT";"M";1135;1255;21
"COMP";2601;"A";"Mobile Applications";"LAB";"TR";1435;1625;50
"COMP";2804;"B";"Discrete Structures II";"LEC";"TR";1305;1425;236
"COMP";3000;"B";"Operating Systems";"LEC";"TR";1605;1725;151
"COMP";3004;"B";"Object-Oriented Software Engin";"LEC";"TR";1305;1425;102
"COMP";3005;"B";"Database Management Systems";"LEC";"WF";1435;1555;115
"COMP";3007;"A";"Programming Paradigms";"LEC";"MW";1605;1725;154
"COMP";3008;"A";"Human-Computer Interaction";"LEC";"TR";1435;1555;78
"COMP";3308;"A";"Bioinformatics";"LEC";"F";1305;1425;31
"COMP";3308;"A01";"Bioinformatics";"OTH";"F";835;1125;30
"COMP";3803;"A";"Intro to Theory of Computation";"LEC";"MW";835;955;78
"COMP";3804;"B";"Design & Analy of Algorithms I";"LEC";"TR";1005;1125;133
"COMP";3805;"A";"Discrete Struct & Appl (Hon.)";"LEC";"TR";1135;1255;31
"COMP";3805;"A1";"Discrete Struct & Appl (Hon.)";"TUT";"T";1335;1425;36
"COMP";3999;"A";"Co-op Work Term";"WRK";;;;
"COMP";4000;"A";"Distributed Operating Systems";"LEC";"M";1435;1725;27
"COMP";4102;"A";"Computer Vision";"LEC";"TR";1135;1255;63
"COMP";4106;"B";"Artificial Intelligence";"LEC";"TR";1005;1125;78
"COMP";4108;"B";"Computer Systems Security";"LEC";"MW";1005;1125;54
"COMP";4203;"A";"Wireless Networks & Security";"LEC";"WF";835;955;25
"COMP";4501;"A";"Adv Computer Game Design & Dev";"LEC";"M";1805;2055;29
"COMP";4601;"A";"Mobile Multimedia";"LAB";"MW";1135;1325;50
"COMP";4804;"A";"Design & Analysis of Algor II";"LEC";"TR";1305;1425;29
"COMP";4806;"A";"Numerical Linear Algebra";"LEC";"TR";1435;1555;29
"COMP";4900;"C";"Adv Topics in Computer Science";"LEC";"TR";835;955;40
"COMP";4901;"A";"Directed Studies";"DIR";;;;
"COMP";4905;"A";"Honours Project";"IND";;;;
"COOP";1000;"G";"Co-op";"OTH";;;;
"COOP";1000;"H";"Co-op";"OTH";;;;
"COOP";1000;"I";"Co-op";"OTH";;;;
"COOP";1000;"J";"Co-op";"OTH";;;;
"COOP";1000;"K";"Co-op";"OTH";;;;
"COOP";1000;"L";"Co-op";"OTH";;;;
"CRCJ";1000;"B";"Intro Criminol&Criminal Justic";"LEC";"M";1435;1725;391
"CRCJ";1000;"PA2";"Intro Criminol&Criminal Justic";"PAS";;;;
"CRCJ";3001;"B";"Quantitative Methods in Crimin";"SEM";"M";835;1125;69
"CRCJ";3002;"C";"Qualitive Methods in Crim.";"SEM";"R";835;1125;94
"CRCJ";3002;"D";"Qualitive Methods in Crim.";"SEM";"W";1135;1425;66
"CRCJ";3003;"C";"Legal Research Methods";"SEM";"T";1805;2055;78
"CRCJ";3901;"A";"Practicum in Criminology I";"SEM";"T";835;1125;78
"CRCJ";3902;"A";"Practicum in Criminology II";"SEM";;;;
"CRCJ";4001;"C";"Special Topic in Criminology";"LEC";"W";1435;1725;35
"CRCJ";4001;"D";"Special Topic in Criminology";"LEC";"M";1435;1725;35
"CRCJ";4002;"C";"Special Topic in Criminology";"LEC";"F";835;1125;40
"CRCJ";4002;"D";"Special Topic in Criminology";"LEC";"F";1135;1425;36
"CRCJ";4908;"A";"Honours Research Project";"RES";;;;
"CRCJ";4908;"C";"Honours Research Project";"RES";;;;
"CUWK";1;"A";"Culture Works";"OTH";;;;
"DBST";1001;"B";"Intro to Disability Studies";"LEC";"TR";1435;1555;78
"DBST";4001;"A";"Disability Studies: Pol.&Activ";"LEC";"T";1135;1425;52
"DIST";4902;"A";"Directed Reading";"DIR";;;;
"DIST";4906;"A";"Dir Interdisciplinary Studies";"DIR";;;;
"DIST";4907;"B";"Honours Essay";"HON";;;;
"DIST";4908;"A";"Honours Project";"HON";"R";1135;1425;40
"DIST";4908;"B";"Honours Project";"HON";;;;
"DIST";4908;"C";"Honours Project";"HON";;;;
"ECON";1000;"A";"Introduction to Economics";"LEC";"WF";1005;1125;331
"ECON";1000;"A01";"Introduction to Economics";"GRP";"W";1135;1225;36
"ECON";1000;"A02";"Introduction to Economics";"GRP";"W";1135;1225;39
"ECON";1000;"A03";"Introduction to Economics";"GRP";"W";1135;1225;39
"ECON";1000;"A04";"Introduction to Economics";"GRP";"W";1135;1225;39
"ECON";1000;"A05";"Introduction to Economics";"GRP";"W";1135;1225;40
"ECON";1000;"A06";"Introduction to Economics";"GRP";"W";1135;1225;35
"ECON";1000;"A07";"Introduction to Economics";"GRP";"W";1335;1425;29
"ECON";1000;"A08";"Introduction to Economics";"GRP";"W";1335;1425;39
"ECON";1000;"A09";"Introduction to Economics";"GRP";"W";1335;1425;39
"ECON";1000;"A10";"Introduction to Economics";"GRP";"W";1335;1425;40
"ECON";1000;"A11";"Introduction to Economics";"GRP";"W";1335;1425;40
"ECON";1000;"AOD";"Introduction to Economics";"VOD";;;;
"ECON";1000;"B";"Introduction to Economics";"LEC";"R";1805;2055;331
"ECON";1000;"B01";"Introduction to Economics";"GRP";"R";1435;1525;39
"ECON";1000;"B02";"Introduction to Economics";"GRP";"R";1435;1525;39
"ECON";1000;"B03";"Introduction to Economics";"GRP";"R";1435;1525;39
"ECON";1000;"B04";"Introduction to Economics";"GRP";"R";1435;1525;40
"ECON";1000;"B05";"Introduction to Economics";"GRP";"R";1435;1525;43
"ECON";1000;"B06";"Introduction to Economics";"GRP";"R";1435;1525;31
"ECON";1000;"B07";"Introduction to Economics";"GRP";"R";1635;1725;61
"ECON";1000;"B08";"Introduction to Economics";"GRP";"R";1635;1725;36
"ECON";1000;"B09";"Introduction to Economics";"GRP";"R";1635;1725;43
"ECON";1000;"B10";"Introduction to Economics";"GRP";"R";1635;1725;31
"ECON";1000;"B11";"Introduction to Economics";"GRP";"R";1635;1725;32
"ECON";1000;"C";"Introduction to Economics";"LEC";"TR";1605;1725;391
"ECON";1000;"C01";"Introduction to Economics";"GRP";"T";1435;1525;47
"ECON";1000;"C02";"Introduction to Economics";"GRP";"T";1435;1525;39
"ECON";1000;"C03";"Introduction to Economics";"GRP";"T";1435;1525;39
"ECON";1000;"C04";"Introduction to Economics";"GRP";"T";1435;1525;30
"ECON";1000;"C05";"Introduction to Economics";"GRP";"T";1435;1525;40
"ECON";1000;"C06";"Introduction to Economics";"GRP";"T";1435;1525;43
"ECON";1000;"C07";"Introduction to Economics";"GRP";"T";1805;1855;39
"ECON";1000;"C08";"Introduction to Economics";"GRP";"T";1805;1855;47
"ECON";1000;"C09";"Introduction to Economics";"GRP";"T";1805;1855;40
"ECON";1000;"C10";"Introduction to Economics";"GRP";"T";1805;1855;43
"ECON";1000;"C11";"Introduction to Economics";"GRP";"T";1805;1855;32
"ECON";1000;"D";"Introduction to Economics";"LEC";"T";1805;2055;387
"ECON";1000;"D01";"Introduction to Economics";"GRP";"T";1535;1625;71
"ECON";1000;"D02";"Introduction to Economics";"GRP";"T";1535;1625;79
"ECON";1000;"D03";"Introduction to Economics";"GRP";"T";1635;1725;71
"ECON";1000;"D04";"Introduction to Economics";"GRP";"T";1635;1725;79
"ECON";1000;"D05";"Introduction to Economics";"GRP";"T";1635;1725;79
"ECON";1000;"N";"Introduction to Economics";"LEC";;;;
"ECON";1000;"PA1";"Introduction to Economics";"PAS";;;;
"ECON";1000;"PB2";"Introduction to Economics";"PAS";;;;
"ECON";1000;"PC3";"Introduction to Economics";"PAS";;;;
"ECON";1000;"PD4";"Introduction to Economics";"PAS";"TR";1635;1755;
"ECON";1000;"V";"Introduction to Economics";"LEC";;;;
"ECON";1000;"VOD";"Introduction to Economics";"VOD";;;;
"ECON";1000;"W";"Introduction to Economics";"LEC";"MW";1805;2055;120
"ECON";1002;"A";"Intro to Econom:Macroeconomics";"LEC";"WF";1005;1125;331
"ECON";1002;"AOD";"Intro to Econom:Macroeconomics";"VOD";;;;
"ECON";1002;"B";"Intro to Econom:Macroeconomics";"LEC";"R";1805;2055;331
"ECON";1002;"C";"Intro to Econom:Macroeconomics";"LEC";"TR";1605;1725;391
"ECON";1002;"D";"Intro to Econom:Macroeconomics";"LEC";"T";1805;2055;387
"ECON";1002;"V";"Intro to Econom:Macroeconomics";"LEC";;;;
"ECON";1002;"VOD";"Intro to Econom:Macroeconomics";"VOD";;;;
"ECON";2001;"A";"Interme Micro for Non-Math Maj";"LEC";"M";1805;2055;91
"ECON";2009;"G";"Managerial Economics";"LEC";"WF";835;955;96
"ECON";2009;"G01";"Managerial Economics";"TUT";"F";1005;1125;98
"ECON";2009;"H";"Managerial Economics";"LEC";"R";1805;2055;91
"ECON";2009;"H01";"Managerial Economics";"TUT";"R";1605;1725;91
"ECON";2020;"G";"Interm Micrecon I:Prod&Market";"LEC";"TR";835;955;91
"ECON";2020;"G01";"Interm Micrecon I:Prod&Market";"TUT";"T";1135;1255;91
"ECON";2020;"H";"Interm Micrecon I:Prod&Market";"LEC";"MW";1135;1255;94
"ECON";2020;"H01";"Interm Micrecon I:Prod&Market";"TUT";"M";1435;1555;98
"ECON";2030;"A";"Interm MicreconII:Consum&Equil";"LEC";"WF";1005;1125;98
"ECON";2030;"A01";"Interm MicreconII:Consum&Equil";"TUT";"F";1135;1255;91
"ECON";2030;"B";"Interm MicreconII:Consum&Equil";"LEC";"M";1805;2055;78
"ECON";2030;"B01";"Interm MicreconII:Consum&Equil";"TUT";"M";1605;1725;78
"ECON";2030;"C";"Interm MicreconII:Consum&Equil";"LEC";"TR";1005;1125;78
"ECON";2030;"C01";"Interm MicreconII:Consum&Equil";"TUT";"T";1135;1255;115
"ECON";2102;"G";"Intermediate Macroeconomics I";"LEC";"MW";835;955;91
"ECON";2102;"G01";"Intermediate Macroeconomics I";"TUT";"M";1005;1125;91
"ECON";2102;"H";"Intermediate Macroeconomics I";"LEC";"WF";1305;1425;91
"ECON";2102;"H01";"Intermediate Macroeconomics I";"TUT";"W";1605;1725;91
"ECON";2103;"A";"Intermediate Macroeconomics II";"LEC";"R";1805;2055;94
"ECON";2103;"A01";"Intermediate Macroeconomics II";"TUT";"R";1605;1725;94
"ECON";2103;"B";"Intermediate Macroeconomics II";"LEC";"WF";1005;1125;91
"ECON";2103;"B01";"Intermediate Macroeconomics II";"TUT";"W";1135;1255;91
"ECON";2103;"C";"Intermediate Macroeconomics II";"LEC";"W";1805;2055;91
"ECON";2103;"C01";"Intermediate Macroeconomics II";"TUT";"W";1435;1555;91
"ECON";2201;"G";"Stat Methods in Econ & Busi I";"LEC";"TR";1305;1425;91
"ECON";2201;"G01";"Stat Methods in Econ & Busi I";"TUT";"T";1435;1555;91
"ECON";2202;"A";"Stat Methods in Econ & Busi II";"LEC";"MW";1605;1725;102
"ECON";2202;"A01";"Stat Methods in Econ & Busi II";"GRP";"W";1435;1555;79
"ECON";2202;"B";"Stat Methods in Econ & Busi II";"LEC";"TR";1005;1125;91
"ECON";2202;"B01";"Stat Methods in Econ & Busi II";"GRP";"R";1135;1255;91
"ECON";2202;"C";"Stat Methods in Econ & Busi II";"LEC";"T";1805;2055;91
"ECON";2202;"C01";"Stat Methods in Econ & Busi II";"GRP";"T";1605;1725;91
"ECON";2400;"A";"Mathematical Methods of Econ";"LEC";"T";1805;2055;96
"ECON";2400;"A01";"Mathematical Methods of Econ";"GRP";"T";1605;1725;96
"ECON";2400;"B";"Mathematical Methods of Econ";"LEC";"M";1805;2055;96
"ECON";2400;"B01";"Mathematical Methods of Econ";"GRP";"W";1635;1755;84
"ECON";3202;"A";"Cdn Economic History to 1914";"LEC";"R";1435;1725;66
"ECON";3403;"A";"Intro Public Econ:Expenditures";"LEC";"T";1135;1425;61
"ECON";3509;"A";"Dev Planning & Project Eval";"LEC";"M";1805;2055;71
"ECON";3601;"B";"Introduction to Int'l Trade";"LEC";"M";1435;1725;94
"ECON";3602;"A";"Int'l Monetary Problems";"LEC";"T";1435;1725;98
"ECON";3706;"A";"Applied Econometrics";"LEC";"MW";1135;1255;71
"ECON";3706;"A01";"Applied Econometrics";"GRP";"W";1305;1425;71
"ECON";3803;"A";"The Econ of Natural Resources";"LEC";"R";1135;1425;66
"ECON";3808;"A";"The Economics of Transition";"LEC";"T";835;1125;58
"ECON";3880;"A";"Special Studies in Economics";"LEC";"R";1805;2055;78
"ECON";3999;"A";"Co-op Work Term";"WRK";;;;
"ECON";4002;"A";"Statistical Analysis in Econ.";"LEC";"R";1805;2055;79
"ECON";4002;"A01";"Statistical Analysis in Econ.";"TUT";"F";1605;1725;94
"ECON";4020;"B";"Advanced Microeconomic Theory";"LEC";"MW";1005;1125;71
"ECON";4020;"B01";"Advanced Microeconomic Theory";"TUT";"M";835;955;71
"ECON";4021;"B";"Advanced Macroeconomic Theory";"LEC";"TR";835;955;71
"ECON";4021;"B01";"Advanced Macroeconomic Theory";"TUT";"T";1005;1125;71
"ECON";4025;"A";"Game Theory and Economics";"LEC";"T";1135;1425;39
"ECON";4051;"A";"Financial Asset Pricing";"LEC";"F";1135;1425;58
"ECON";4052;"A";"Corporate Financial Economics";"LEC";"W";1805;2055;58
"ECON";4057;"A";"Behavioural Financial Economi";"LEC";"R";1135;1425;58
"ECON";4507;"A";"The Economics of Development";"LEC";"M";1135;1425;58
"ECON";4601;"A";"Int'l Trade Theory & Policy";"LEC";"T";1135;1425;59
"ECON";4700;"A";"Measurement Economics";"LEC";;;;
"ECON";4707;"A";"Econometrics II";"LEC";"R";1435;1725;58
"ECON";4890;"A";"Applied Honours Seminar";"LEC";"W";1435;1725;39
"ECON";4890;"A01";"Applied Honours Seminar";"TUT";"F";1435;1555;43
"ECON";4890;"B";"Applied Honours Seminar";"LEC";"T";1805;2055;36
"ECON";4890;"B01";"Applied Honours Seminar";"TUT";"T";1605;1725;55
"ECON";4901;"A";"Honours Sem: Microeconomics";"LEC";"T";1435;1725;58
"ECON";4902;"B";"Honours Sem: Macroeconomics";"LEC";"M";1805;2055;58
"ECON";4903;"B";"Tutorial in Economics";"TUT";;;;
"ECON";4904;"B";"Tutorial in Economics";"TUT";;;;
"ECON";4908;"A";"Honours Essay";"TUT";;;;
"ECON";4908;"B";"Honours Essay";"TUT";;;;
"ECON";4908;"C";"Honours Essay";"TUT";;;;
"ECOR";1010;"D";"Introduction to Engineering";"LEC";"F";1335;1425;195
"ECOR";1010;"D";"Introduction to Engineering";"LEC";"TR";835;955;195
"ECOR";1010;"D1";"Introduction to Engineering";"LAB";"F";1435;1625;60
"ECOR";1010;"D2";"Introduction to Engineering";"LAB";"M";1135;1325;60
