"SUBJ";"CRSE";"SEQ";"CATALOG_TITLE";"INSTR_TYPE";"DAYS";"START_TIME";"END_TIME";"ROOM_CAP"
"CHEM";2203;"A4";"Organic Chemistry I";"LAB";"F";835;1125;48
"CHEM";2203;"A5";"Organic Chemistry I";"LAB";"T";835;1125;48
"CHEM";2203;"A6";"Organic Chemistry I";"LAB";"W";835;1125;48
"CHEM";2203;"A7";"Organic Chemistry I";"LAB";"W";1435;1725;48
"CHEM";2203;"G8";"Organic Chemistry I";"LAB";;;;
"CHEM";2207;"A";"Intro: Organic Chemistry I";"LEC";"TR";1305;1425;387
"CHEM";2302;"A";"Analytical Chemistry I";"LEC";"MW";1305;1425;148
"CHEM";2302;"A1";"Analytical Chemistry I";"LAB";"T";835;1125;24
"CHEM";2302;"A2";"Analytical Chemistry I";"LAB";"T";1435;1725;24
"CHEM";2302;"A3";"Analytical Chemistry I";"LAB";"W";1435;1725;24
"CHEM";2302;"A4";"Analytical Chemistry I";"LAB";"R";835;1125;24
"CHEM";2302;"A5";"Analytical Chemistry I";"LAB";"R";1435;1725;24
"CHEM";2302;"A6";"Analytical Chemistry I";"LAB";"W";835;1125;24
"CHEM";2302;"A7";"Analytical Chemistry I";"LAB";"F";1435;1725;24
"CHEM";2302;"AOD";"Analytical Chemistry I";"VOD";;;;
"CHEM";2302;"G8";"Analytical Chemistry I";"LAB";;;;
"CHEM";2302;"T";"Analytical Chemistry I";"LEC";;;;
"CHEM";2302;"TOD";"Analytical Chemistry I";"VOD";;;;
"CHEM";2800;"G6";"Foundations Environmental Chem";"LAB";;;;
"CHEM";3101;"A";"Quantum Chemistry";"LEC";"MW";1135;1255;48
"CHEM";3201;"A";"Advanced Organic Chemistry I";"LEC";"TR";835;955;78
"CHEM";3201;"ATU";"Advanced Organic Chemistry I";"TUT";"F";1305;1425;151
"CHEM";3305;"A";"Adv Analytical Chem Laboratory";"LAB";"M";1335;1725;24
"CHEM";3305;"B";"Adv Analytical Chem Laboratory";"LAB";"F";835;1225;24
"CHEM";3401;"A";"Physical Aspects Biochemistry";"LEC";"MW";835;955;51
"CHEM";3503;"A";"Inorganic Chemistry I";"LEC";"MW";1005;1125;58
"CHEM";3503;"A1";"Inorganic Chemistry I";"LAB";"W";1335;1725;24
"CHEM";3503;"A2";"Inorganic Chemistry I";"LAB";"T";1335;1725;24
"CHEM";3503;"ATU";"Inorganic Chemistry I";"TUT";"M";1335;1425;59
"CHEM";3507;"A";"General Inorganic Chemistry I";"LEC";"MW";1005;1125;58
"CHEM";3507;"ATU";"General Inorganic Chemistry I";"TUT";"M";1335;1425;59
"CHEM";3800;"A";"Environmental Pollutants";"LEC";"MW";1605;1725;78
"CHEM";3999;"A";"Co-op Work Term";"WRK";;;;
"CHEM";4102;"A";"Adv Topics Physical Chem II";"LEC";"R";835;1125;25
"CHEM";4103;"A";"Surface Chem & Nanostructures";"LEC";"TR";1135;1255;22
"CHEM";4201;"A";"Macromolecular nanotechnology";"LEC";"W";1435;1725;30
"CHEM";4502;"A";"Radiochemistry";"LEC";"WF";835;955;22
"CHIN";1010;"A";"First-Year Mandarin Chinese I";"SEM";"TR";1905;2055;36
"CHIN";1010;"B";"First-Year Mandarin Chinese I";"SEM";;;;
"CHIN";1110;"A";"Intensive First Yr Mandarin";"LEC";"W";835;1025;40
"CHIN";1110;"A";"Intensive First Yr Mandarin";"LEC";"TR";835;1125;40
"CHIN";1110;"B";"Intensive First Yr Mandarin";"LEC";"WF";1435;1725;40
"CHIN";1110;"B";"Intensive First Yr Mandarin";"LEC";"M";1535;1725;40
"CHIN";2010;"A";"Second-Year Mandarin Chinese I";"LEC";"MW";935;1125;36
"CHIN";3010;"A";"Third Yr Mandarin Chinese I";"LEC";"TR";1605;1725;29
"CHIN";3015;"A";"Mandarin Chinese Heritg Speakr";"LEC";"MW";1305;1425;39
"CHIN";4010;"A";"Fourth Yr Mandarin Chinese I";"LEC";"M";1135;1425;42
"CHIN";4380;"A";"Topic: Chinese Culture&Society";"LEC";"MW";1805;1925;36
"CHST";1000;"A";"Childhood in Global Context";"LEC";"R";1435;1625;134
"CHST";1000;"A01";"Childhood in Global Context";"GRP";"R";1635;1725;31
"CHST";1000;"A02";"Childhood in Global Context";"GRP";"R";1905;1955;23
"CHST";1000;"A03";"Childhood in Global Context";"GRP";"R";1805;1855;32
"CHST";1000;"A04";"Childhood in Global Context";"GRP";"R";1805;1855;27
"CHST";1002;"B";"Childhood in Canadian Context";"LEC";"M";1805;1955;120
"CHST";1002;"B1";"Childhood in Canadian Context";"GRP";"M";1335;1425;29
"CHST";1002;"B2";"Childhood in Canadian Context";"GRP";"M";1335;1425;35
"CHST";1002;"B3";"Childhood in Canadian Context";"GRP";"M";2005;2055;30
"CHST";1002;"B4";"Childhood in Canadian Context";"GRP";"M";2005;2055;35
"CHST";2000;"A";"Design&Analysis Rsrch Children";"LEC";"TR";1135;1255;75
"CHST";2503;"A";"Issues in Child Studies I";"LEC";"M";1535;1725;91
"CHST";2503;"A1";"Issues in Child Studies I";"GRP";"M";935;1025;48
"CHST";2503;"A2";"Issues in Child Studies I";"GRP";"M";1035;1125;48
"CHST";3000;"A";"Tweens & Teens in Contp Societ";"LEC";"W";835;1125;78
"CHST";3003;"A";"Theoretical Adv in Devlp Sci";"LEC";"W";1135;1425;78
"CHST";3101;"A";"Research Seminar";"SEM";"M";1135;1425;23
"CIVE";2004;"A";"GIS, Surveying, and Graphics";"LEC";"M";1435;1725;285
"CIVE";2004;"A1";"GIS, Surveying, and Graphics";"LAB";"R";835;1125;30
"CIVE";2004;"A2";"GIS, Surveying, and Graphics";"LAB";;;;
"CIVE";2004;"A3";"GIS, Surveying, and Graphics";"LAB";"F";835;1125;30
"CIVE";2004;"A4";"GIS, Surveying, and Graphics";"LAB";;;;
"CIVE";2004;"A5";"GIS, Surveying, and Graphics";"LAB";"W";1435;1725;30
"CIVE";2004;"A6";"GIS, Surveying, and Graphics";"LAB";"M";835;1125;30
"CIVE";2101;"A";"Mechanics II";"LEC";"MW";1305;1425;151
"CIVE";2101;"A1";"Mechanics II";"LAB";"T";835;1125;154
"CIVE";2101;"PA1";"Mechanics II";"PAS";"MW";1805;1925;35
"CIVE";2101;"PA2";"Mechanics II";"PAS";;;;
"CIVE";2101;"PA3";"Mechanics II";"PAS";;;;
"CIVE";2200;"A";"Mechanics of Solids I";"LEC";"TR";1435;1555;102
"CIVE";2200;"A1";"Mechanics of Solids I";"LAB";"R";835;1125;39
"CIVE";2200;"A2";"Mechanics of Solids I";"LAB";"R";835;1125;39
"CIVE";2200;"A3";"Mechanics of Solids I";"LAB";"F";835;1125;36
"CIVE";2200;"A4";"Mechanics of Solids I";"LAB";"F";835;1125;36
"CIVE";2200;"A5";"Mechanics of Solids I";"LAB";"W";835;1125;42
"CIVE";2200;"A6";"Mechanics of Solids I";"LAB";"W";835;1125;42
"CIVE";2200;"B";"Mechanics of Solids I";"LEC";"TR";1735;1855;78
"CIVE";2200;"B1";"Mechanics of Solids I";"LAB";"R";835;1125;39
"CIVE";2200;"B2";"Mechanics of Solids I";"LAB";;;;
"CIVE";2200;"B3";"Mechanics of Solids I";"LAB";"M";1435;1725;36
"CIVE";2200;"B4";"Mechanics of Solids I";"LAB";"M";1435;1725;36
"CIVE";2200;"B5";"Mechanics of Solids I";"LAB";;;;
"CIVE";2200;"B6";"Mechanics of Solids I";"LAB";;;;
"CIVE";2200;"B7";"Mechanics of Solids I";"LAB";"M";835;1125;40
"CIVE";2200;"B8";"Mechanics of Solids I";"LAB";"M";835;1125;40
"CIVE";2700;"A";"Civil Engineering Materials";"LEC";"TR";1135;1255;236
"CIVE";2700;"A01";"Civil Engineering Materials";"LAB";"W";1435;1725;57
"CIVE";2700;"A02";"Civil Engineering Materials";"LAB";"W";1435;1725;57
"CIVE";2700;"A03";"Civil Engineering Materials";"LAB";"F";1135;1425;58
"CIVE";2700;"A04";"Civil Engineering Materials";"LAB";"F";1135;1425;58
"CIVE";2700;"A05";"Civil Engineering Materials";"LAB";"W";835;1125;48
"CIVE";2700;"A06";"Civil Engineering Materials";"LAB";"W";835;1125;48
"CIVE";2700;"A07";"Civil Engineering Materials";"LAB";"M";1135;1425;48
"CIVE";2700;"A08";"Civil Engineering Materials";"LAB";"M";1135;1425;48
"CIVE";2700;"A09";"Civil Engineering Materials";"LAB";"T";1435;1725;54
"CIVE";2700;"A10";"Civil Engineering Materials";"LAB";"T";1435;1725;54
"CIVE";3203;"A";"Structural Analysis I";"LEC";"MW";835;955;204
"CIVE";3203;"A1O";"Structural Analysis I";"LAB";"M";1435;1725;79
"CIVE";3203;"A2O";"Structural Analysis I";"LAB";"M";1435;1725;84
"CIVE";3203;"A3O";"Structural Analysis I";"LAB";"M";1435;1725;79
"CIVE";3204;"A";"Structural Design I";"LEC";"MW";1305;1425;236
"CIVE";3204;"A1E";"Structural Design I";"LAB";"M";1435;1725;79
"CIVE";3204;"A2E";"Structural Design I";"LAB";"M";1435;1725;84
"CIVE";3204;"A3E";"Structural Design I";"LAB";"M";1435;1725;79
"CIVE";3208;"A";"Geotechnical Mechanics";"LEC";"WF";1135;1255;204
"CIVE";3208;"A1O";"Geotechnical Mechanics";"LAB";"T";835;1125;25
"CIVE";3208;"A2E";"Geotechnical Mechanics";"LAB";"T";835;1125;25
"CIVE";3208;"A3O";"Geotechnical Mechanics";"LAB";"W";1435;1725;25
"CIVE";3208;"A4E";"Geotechnical Mechanics";"LAB";"W";1435;1725;25
"CIVE";3208;"A5O";"Geotechnical Mechanics";"LAB";"F";1435;1725;25
"CIVE";3208;"A6E";"Geotechnical Mechanics";"LAB";"F";1435;1725;25
"CIVE";3208;"A7O";"Geotechnical Mechanics";"LAB";"R";1135;1425;25
"CIVE";3208;"A8E";"Geotechnical Mechanics";"LAB";"R";1135;1425;25
"CIVE";3304;"A";"Transportation Engineering";"LEC";"TR";1435;1555;285
"CIVE";3304;"A1E";"Transportation Engineering";"LAB";"R";835;1125;96
"CIVE";3304;"A2O";"Transportation Engineering";"LAB";"R";835;1125;96
"CIVE";3999;"A";"Co-op Work Term";"WRK";;;;
"CIVE";4200;"A";"Structural Analysis II";"LEC";"T";1135;1425;51
"CIVE";4200;"A1O";"Structural Analysis II";"LAB";"R";1435;1725;51
"CIVE";4201;"A";"Structural Analysis III";"LEC";"M";1135;1425;57
"CIVE";4201;"A1O";"Structural Analysis III";"LAB";"F";1135;1425;30
"CIVE";4208;"A";"Geotechnical Engineering";"LEC";"M";835;1125;102
"CIVE";4208;"A1E";"Geotechnical Engineering";"LAB";"W";835;1125;84
"CIVE";4208;"A2O";"Geotechnical Engineering";"LAB";"W";835;1125;84
"CIVE";4302;"A";"Reinforced Concrete II";"LEC";"W";1135;1425;66
"CIVE";4302;"A1E";"Reinforced Concrete II";"LAB";"R";1435;1725;51
"CIVE";4302;"A2O";"Reinforced Concrete II";"LAB";"T";835;1125;35
"CIVE";4303;"A";"Urban Planning";"LEC";"TR";1135;1255;78
"CIVE";4303;"A1O";"Urban Planning";"LAB";"W";1135;1425;78
"CIVE";4400;"A";"Project Management II";"LEC";"T";1805;2055;133
"CIVE";4400;"A1E";"Project Management II";"LAB";"F";835;1125;120
"CIVE";4407;"A";"Municipal Engineering";"LEC";"R";1805;2055;236
"CIVE";4407;"A1";"Municipal Engineering";"LAB";"F";1435;1555;133
"CIVE";4500;"A";"Computer Methods";"LEC";"TR";1135;1255;30
"CIVE";4500;"A1O";"Computer Methods";"LAB";"T";1435;1725;30
"CLCV";1002;"A";"Survey of Greek Civilization";"LEC";"TR";1435;1555;204
"CLCV";1002;"PA1";"Survey of Greek Civilization";"PAS";"TR";1605;1725;57
"CLCV";1003;"A";"Survey of Roman Civilization";"LEC";"TR";1305;1425;133
"CLCV";1003;"PA1";"Survey of Roman Civilization";"PAS";"TR";1435;1555;40
"CLCV";1004;"A";"Elementary Language Tutorial I";"TUT";;;;
"CLCV";1008;"A";"Introduction to Archaeology I";"LEC";"TR";1135;1255;96
"CLCV";2000;"A";"Classical Mythology";"LEC";"WF";1435;1555;195
"CLCV";2004;"A";"Intermed Language Tutorial I";"TUT";;;;
"CLCV";2010;"A";"Greek and Roman Drama";"LEC";"TR";1005;1125;98
"CLCV";2103;"A";"Greek Religion";"LEC";"WF";1605;1725;387
"CLCV";2303;"A";"Greek Art and Archaeology";"LEC";"TR";1605;1725;98
"CLCV";2305;"A";"Ancient Science and Technology";"LEC";"T";1735;1925;98
"CLCV";2305;"AOD";"Ancient Science and Technology";"VOD";;;;
"CLCV";2305;"V";"Ancient Science and Technology";"LEC";;;;
"CLCV";2305;"VOD";"Ancient Science and Technology";"VOD";;;;
"CLCV";2902;"A";"History of Ancient Greece I";"LEC";"MW";1135;1255;134
"CLCV";2904;"A";"History of Ancient Rome I";"LEC";"M";1435;1725;204
"CLCV";2906;"A";"Studies Classical Civilization";"LEC";"TR";1005;1125;58
"CLCV";3202;"A";"Studies in Roman History";"LEC";"F";835;1125;58
"CLCV";3307;"A";"Studies in Roman Art";"LEC";"F";835;1125;63
"CLCV";4210;"A";"Topics in Ancient History";"SEM";"W";835;1125;23
"CLCV";4900;"A";"Directed Readings and Research";"IND";;;;
"COMM";1101;"A";"Intro to Communication Studies";"LEC";"M";835;1025;444
"COMM";1101;"A1";"Intro to Communication Studies";"GRP";"R";1535;1625;61
"COMM";1101;"A10";"Intro to Communication Studies";"GRP";"T";1235;1325;40
"COMM";1101;"A11";"Intro to Communication Studies";"GRP";"T";1235;1325;20
"COMM";1101;"A12";"Intro to Communication Studies";"GRP";"T";1235;1325;21
"COMM";1101;"A13";"Intro to Communication Studies";"GRP";"T";1335;1425;47
"COMM";1101;"A14";"Intro to Communication Studies";"GRP";"T";1335;1425;27
"COMM";1101;"A15";"Intro to Communication Studies";"GRP";"T";1335;1425;40
"COMM";1101;"A16";"Intro to Communication Studies";"GRP";"T";1335;1425;42
"COMM";1101;"A17";"Intro to Communication Studies";"GRP";"W";1235;1325;23
"COMM";1101;"A18";"Intro to Communication Studies";"GRP";"W";1235;1325;39
"COMM";1101;"A19";"Intro to Communication Studies";"GRP";"W";1335;1425;20
"COMM";1101;"A2";"Intro to Communication Studies";"GRP";"R";1535;1625;31
"COMM";1101;"A20";"Intro to Communication Studies";"GRP";"W";1335;1425;40
"COMM";1101;"A3";"Intro to Communication Studies";"GRP";"R";1535;1625;19
"COMM";1101;"A4";"Intro to Communication Studies";"GRP";"R";1535;1625;21
"COMM";1101;"A5";"Intro to Communication Studies";"GRP";"R";1635;1725;98
"COMM";1101;"A6";"Intro to Communication Studies";"GRP";"R";1635;1725;27
"COMM";1101;"A7";"Intro to Communication Studies";"GRP";"R";1635;1725;40
"COMM";1101;"A8";"Intro to Communication Studies";"GRP";"R";1635;1725;40
"COMM";1101;"A9";"Intro to Communication Studies";"GRP";"T";1235;1325;27
"COMM";1101;"PA1";"Intro to Communication Studies";"PAS";"MWF";1035;1125;9
"COMM";2000;"A";"Intro to Qual. Research Comm";"LEC";"M";1435;1625;195
"COMM";2000;"A01";"Intro to Qual. Research Comm";"LAB";"W";1435;1525;27
"COMM";2000;"A02";"Intro to Qual. Research Comm";"LAB";"W";1435;1525;26
"COMM";2000;"A03";"Intro to Qual. Research Comm";"LAB";"W";1535;1625;27
"COMM";2000;"A04";"Intro to Qual. Research Comm";"LAB";"W";1535;1625;26
"COMM";2000;"A05";"Intro to Qual. Research Comm";"LAB";"W";1135;1225;26
"COMM";2000;"A06";"Intro to Qual. Research Comm";"LAB";"W";1135;1225;27
"COMM";2000;"A07";"Intro to Qual. Research Comm";"LAB";"W";1235;1325;56
"COMM";2000;"A08";"Intro to Qual. Research Comm";"LAB";"W";1235;1325;40
"COMM";2000;"B";"Intro to Qual. Research Comm";"LEC";"W";1605;1755;204
"COMM";2000;"B01";"Intro to Qual. Research Comm";"LAB";"R";1335;1425;27
"COMM";2000;"B02";"Intro to Qual. Research Comm";"LAB";"R";1335;1425;26
"COMM";2000;"B03";"Intro to Qual. Research Comm";"LAB";"R";1435;1525;26
"COMM";2000;"B04";"Intro to Qual. Research Comm";"LAB";"R";1435;1525;27
"COMM";2000;"B05";"Intro to Qual. Research Comm";"LAB";"R";1135;1225;27
"COMM";2000;"B06";"Intro to Qual. Research Comm";"LAB";"R";1135;1225;26
"COMM";2000;"B07";"Intro to Qual. Research Comm";"LAB";"R";1235;1325;27
"COMM";2000;"B08";"Intro to Qual. Research Comm";"LAB";"R";1235;1325;26
"COMM";2000;"PA1";"Intro to Qual. Research Comm";"PAS";"MW";1735;1855;23
"COMM";2100;"A";"Theor Traditions in Comm St.";"LEC";"F";1135;1325;387
"COMM";2100;"A01";"Theor Traditions in Comm St.";"GRP";"F";1535;1625;23
"COMM";2100;"A02";"Theor Traditions in Comm St.";"GRP";"F";1535;1625;27
"COMM";2100;"A03";"Theor Traditions in Comm St.";"GRP";"F";1535;1625;27
"COMM";2100;"A04";"Theor Traditions in Comm St.";"GRP";"F";1535;1625;27
"COMM";2100;"A05";"Theor Traditions in Comm St.";"GRP";"F";1535;1625;27
"COMM";2100;"A06";"Theor Traditions in Comm St.";"GRP";"F";1535;1625;27
"COMM";2100;"A07";"Theor Traditions in Comm St.";"GRP";"F";1535;1625;29
"COMM";2100;"A08";"Theor Traditions in Comm St.";"GRP";"F";1635;1725;27
"COMM";2100;"A09";"Theor Traditions in Comm St.";"GRP";"F";1635;1725;27
"COMM";2100;"A10";"Theor Traditions in Comm St.";"GRP";"F";1635;1725;27
"COMM";2100;"A11";"Theor Traditions in Comm St.";"GRP";"F";1635;1725;29
"COMM";2100;"A12";"Theor Traditions in Comm St.";"GRP";"F";1635;1725;31
"COMM";2100;"A13";"Theor Traditions in Comm St.";"GRP";"F";1635;1725;31
"COMM";2100;"A14";"Theor Traditions in Comm St.";"GRP";"F";1635;1725;32
"COMM";2100;"PA1";"Theor Traditions in Comm St.";"PAS";"WF";1435;1555;8
"COMM";2301;"PA1";"Persuasion & Public Life";"PAS";;;;
"COMM";2601;"A";"Media Depictions of Society";"LEC";"F";835;1125;148
"COMM";3001;"A";"Quantitative Research Methods";"LEC";"M";1135;1425;102
"COMM";3106;"A";"Image, Politics and Persuasion";"LEC";"F";1135;1425;236
"COMM";3108;"A";"Media Industries & Institution";"LEC";"T";1135;1425;96
"COMM";3301;"A";"Communication & Soc. Mktg.";"LEC";"T";1805;2055;115
"COMM";3303;"A";"Rhetoric";"LEC";"W";1435;1725;69
"COMM";3308;"A";"Advertising: Crit. Perspective";"LEC";"R";1135;1425;120
"COMM";3309;"A";"Topic: Image, Pol., Persuasion";"LEC";"T";835;1125;55
"COMM";3401;"A";"Communication Reg. in Canada";"LEC";"W";835;1125;54
"COMM";3403;"A";"Communcation Tech & Culture";"LEC";"R";835;1125;55
"COMM";3409;"B";"Media, Indstries, Institutions";"LEC";"M";1805;2055;58
"COMM";3602;"A";"Media and Race";"LEC";"W";1435;1725;55
"COMM";3999;"A";"Co-op Work Term";"WRK";;;;
"COMM";4000;"A";"App Quantitative Rrsch Method";"LEC";"W";1805;2055;25
"COMM";4004;"B";"Communication and Discourse";"LEC";;;;
"COMM";4005;"A";"Sel Top: Communication Studies";"SEM";"M";1805;2055;40
"COMM";4015;"A";"Selected Topic in Comm Studies";"SEM";"F";1435;1725;35
"COMM";4025;"B";"Selected Topic in Comm Studies";"SEM";"W";1805;2055;31
"COMM";4035;"A";"Selected Topic in Comm Studies";"SEM";"W";1135;1425;40
"COMM";4304;"A";"Critic Perspec Public Relation";"LEC";"F";835;1125;39
"COMM";4306;"A";"Media and Conflict";"LEC";;;;
"COMM";4309;"A";"Selct Tpcs:Imge,Pltcs&Persuasn";"LEC";"M";1135;1425;42
"COMM";4310;"A";"Communication & Community";"LEC";"T";1805;2055;27
"COMM";4402;"A";"Media and Entertainment";"LEC";"F";835;1125;42
"COMM";4403;"A";"Political Economy of Media";"LEC";"M";1435;1725;30
"COMM";4404;"A";"Broadcast and Digital Media";"LEC";"M";1135;1425;31
"COMM";4409;"A";"Selct Tpcs Media,Indust&Instit";"LEC";"R";1805;2055;31
"COMM";4429;"A";"Selct Tpcs Media,Indust&Instit";"LEC";"T";1805;2055;27
"COMM";4439;"A";"Selct Tpcs Media,Indust&Instit";"LEC";"R";1135;1425;27
"COMM";4601;"A";"Nation and Nationalism";"LEC";"R";1805;2055;27
"COMM";4602;"A";"Children, Youth and Media";"LEC";"F";835;1125;40
"COMM";4603;"A";"Diaspora and Communication";"LEC";"R";835;1125;28
"COMM";4609;"B";"Selct Tpcs: Comm & Identity";"LEC";"R";1135;1425;40
"COMP";1001;"A";"Intro to Computers for Arts";"LEC";"TR";1305;1425;285
"COMP";1005;"A";"Introduc to Computer Science I";"LEC";"TR";1305;1425;444
"COMP";1005;"A1";"Introduc to Computer Science I";"TUT";"M";1005;1125;78
"COMP";1005;"A2";"Introduc to Computer Science I";"TUT";"W";1435;1555;78
"COMP";1005;"A3";"Introduc to Computer Science I";"TUT";"F";1135;1255;78
"COMP";1005;"A4";"Introduc to Computer Science I";"TUT";"M";1805;1925;78
"COMP";1006;"A";"Introdu to Computer Science II";"LEC";"WF";1605;1725;195
"COMP";1006;"A1";"Introdu to Computer Science II";"TUT";"M";1605;1725;78
"COMP";1006;"A2";"Introdu to Computer Science II";"TUT";"R";1605;1725;78
"COMP";1405;"A";"Intro to Computer Science I";"LEC";"WF";1435;1555;204
"COMP";1405;"A1";"Intro to Computer Science I";"TUT";"W";835;955;78
"COMP";1405;"A2";"Intro to Computer Science I";"TUT";"M";1305;1425;78
"COMP";1405;"A3";"Intro to Computer Science I";"TUT";"M";1135;1255;78
"COMP";1405;"B";"Intro to Computer Science I";"LEC";"TR";1605;1725;236
"COMP";1405;"B1";"Intro to Computer Science I";"TUT";"W";1605;1725;78
"COMP";1405;"B2";"Intro to Computer Science I";"TUT";"T";1135;1255;78
"COMP";1405;"B3";"Intro to Computer Science I";"TUT";"T";1005;1125;78
"COMP";1405;"M";"Intro to Computer Science I";"LEC";"WF";1435;1555;204
"COMP";1405;"M1";"Intro to Computer Science I";"TUT";"W";835;955;78
"COMP";1406;"A";"Intro to Computer Science II";"LEC";"WF";1605;1725;195
"COMP";1406;"A1";"Intro to Computer Science II";"TUT";"M";1605;1725;78
"COMP";1406;"A2";"Intro to Computer Science II";"TUT";"R";1605;1725;78
"COMP";1805;"A";"Discrete Structures";"LEC";"TR";835;955;391
"COMP";1805;"A1";"Discrete Structures";"TUT";"T";1335;1425;96
"COMP";1805;"A2";"Discrete Structures";"TUT";"T";1805;1855;78
"COMP";2401;"A";"Intro to Systems Programming";"LEC";"MW";1305;1425;285
"COMP";2401;"A1";"Intro to Systems Programming";"TUT";"W";1005;1125;78
"COMP";2401;"A2";"Intro to Systems Programming";"TUT";"R";1435;1555;78
"COMP";2401;"A3";"Intro to Systems Programming";"TUT";"M";835;955;78
"COMP";2401;"A4";"Intro to Systems Programming";"TUT";"F";1305;1425;78
"COMP";2402;"A";"Abstract Data Types/Algorithms";"LEC";"TR";1005;1125;391
"COMP";2404;"A";"Intro to Software Engineering";"LEC";"WF";1435;1555;96
"COMP";2404;"A1";"Intro to Software Engineering";"TUT";"F";1605;1725;78
"COMP";2404;"A2";"Intro to Software Engineering";"TUT";"R";835;955;78
"COMP";2406;"A";"Fundamentals Web Applications";"LEC";"TR";1135;1255;96
"COMP";2406;"A1";"Fundamentals Web Applications";"TUT";"T";1605;1725;78
"COMP";2406;"A2";"Fundamentals Web Applications";"TUT";"T";1305;1425;78
"COMP";2804;"A";"Discrete Structures II";"LEC";"WF";835;955;204
"COMP";2807;"A";"Fundamentals Mobile Robot Prog";"LAB";"MW";1605;1755;30
"COMP";3000;"A";"Operating Systems";"LEC";"WF";835;955;98
"COMP";3000;"T01";"Operating Systems";"TUT";"F";1435;1555;78
"COMP";3000;"T02";"Operating Systems";"TUT";"M";1435;1555;78
"COMP";3004;"A";"Object-Oriented Software Engin";"LEC";"TR";1005;1125;96
"COMP";3005;"A";"Database Management Systems";"LEC";"TR";835;955;195
"COMP";3007;"A";"Programming Paradigms";"LEC";"WF";1305;1425;98
"COMP";3203;"A";"Principles of Computer Network";"LEC";"MW";1005;1125;78
"COMP";3501;"A";"Foundations of Game Program";"LEC";"TR";1305;1425;42
"COMP";3601;"A";"Social Networking";"LAB";"TR";1535;1725;50
"COMP";3804;"A";"Design & Analy of Algorithms I";"LEC";"MW";1135;1255;78
"COMP";3806;"A";"Numerical Analysis";"LEC";"TR";1135;1255;63
"COMP";3806;"A1";"Numerical Analysis";"LAB";"T";1035;1125;20
"COMP";3806;"A2";"Numerical Analysis";"LAB";"F";1035;1125;20
"COMP";3999;"A";"Co-op Work Term";"WRK";;;;
"COMP";4001;"A";"Distributed Computing";"LEC";"R";1435;1725;55
"COMP";4002;"A";"Real-Time 3D Game Engines";"LEC";"WF";835;955;47
"COMP";4004;"A";"Software Quality Assurance";"LEC";"MW";1005;1125;52
"COMP";4009;"A";"Paralel Prog Cluster Core Proc";"LEC";"MW";1435;1555;40
"COMP";4104;"A";"Princip&Pract Distrib Programm";"LEC";;;;
"COMP";4107;"A";"Evol Comp & Artif Life";"LEC";"WF";1305;1425;50
"COMP";4109;"A";"Applied Cryptography";"LEC";"MW";1135;1255;54
"COMP";4900;"A";"Adv Topics in Computer Science";"LEC";"TR";1305;1425;35
"COMP";4900;"B";"Adv Topics in Computer Science";"LEC";"TR";1005;1125;54
"COMP";4901;"A";"Directed Studies";"DIR";;;;
"COOP";1000;"A";"Co-op";"OTH";;;;
"COOP";1000;"B";"Co-op";"OTH";;;;
"COOP";1000;"C";"Co-op";"OTH";;;;
"COOP";1000;"D";"Co-op";"OTH";;;;
"COOP";1000;"E";"Co-op";"OTH";;;;
"COOP";1000;"F";"Co-op";"OTH";;;;
"CRCJ";1000;"A";"Intro Criminol&Criminal Justic";"LEC";"F";835;1125;285
"CRCJ";1000;"C";"Intro Criminol&Criminal Justic";"LEC";"M";835;1125;391
"CRCJ";1000;"PA1";"Intro Criminol&Criminal Justic";"PAS";"MWF";1235;1325;16
"CRCJ";3001;"A";"Quantitative Methods in Crimin";"SEM";"R";1135;1425;69
"CRCJ";3002;"A";"Qualitive Methods in Crim.";"SEM";"F";1435;1725;69
"CRCJ";3003;"A";"Legal Research Methods";"SEM";"M";1435;1725;78
"CRCJ";3901;"A";"Practicum in Criminology I";"SEM";"T";835;1125;84
"CRCJ";3902;"A";"Practicum in Criminology II";"SEM";;;;
"CRCJ";4001;"A";"Special Topic in Criminology";"LEC";"W";835;1125;40
"CRCJ";4001;"B";"Special Topic in Criminology";"LEC";"M";1435;1725;40
"CRCJ";4002;"A";"Special Topic in Criminology";"LEC";"W";1435;1725;51
"CRCJ";4002;"B";"Special Topic in Criminology";"LEC";"R";1435;1725;47
"CUWK";1;"A";"Culture Works";"OTH";;;;
"DBST";1001;"A";"Intro to Disability Studies";"LEC";"W";1435;1725;78
"ECON";1000;"A";"Introduction to Economics";"LEC";"WF";1005;1125;331
"ECON";1000;"A01";"Introduction to Economics";"GRP";"W";1135;1225;36
"ECON";1000;"A02";"Introduction to Economics";"GRP";"W";1135;1225;39
"ECON";1000;"A03";"Introduction to Economics";"GRP";"W";1135;1225;39
"ECON";1000;"A04";"Introduction to Economics";"GRP";"W";1135;1225;39
"ECON";1000;"A05";"Introduction to Economics";"GRP";"W";1135;1225;40
"ECON";1000;"A06";"Introduction to Economics";"GRP";"W";1135;1225;58
"ECON";1000;"A07";"Introduction to Economics";"GRP";"W";1335;1425;36
"ECON";1000;"A08";"Introduction to Economics";"GRP";"W";1335;1425;39
"ECON";1000;"A09";"Introduction to Economics";"GRP";"W";1335;1425;39
"ECON";1000;"A10";"Introduction to Economics";"GRP";"W";1335;1425;40
